transit,proximity_score,access,street,neighbourhood,city,state,zipcode,market,smart_location,country_code,country,ZRENT,cost_property,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities_score,amenities,square_feet,price,yearly_price,ROI,weekly_price,monthly_price,security_deposit,cleaning_fee,availability_30,availability_60,availability_90,availability_365,review_scores_rating,review_scores_communication,review_scores_location,pets,first_review,apartment_age
"Takes 4 minutes to drive downtown (a little more during rush hour, maybe 10) Buses 4,18,11,22. Takes as little as 13 min on bus to Dntn. 5- 8 min. walk to bus.  You can also rent a bike (takes 15- 20 min to ride)  or walk downtown (about 45 min). B Cycle bike rental is under the Mopac Bridge near Austin High School (a 10 min. walk from my house).",4,"Wifi, kitchen basics, laundry (energy efficient front loaders).","Austin, TX, United States",West Austin,Austin,TX,78703,Austin,"Austin, TX",US,United States,"2,400.00",654708,30.28399,-97.77094,House,Entire home/apt,4,1,1,1,36,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Stove,""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Cleaning before checkout""}",1000,149,54385,-16.932434,1300,2400,400,135,20,36,64,308,97,10,9,0,28-05-2016,2016
,,,"Austin, TX, United States",Hyde Park,Austin,TX,78751,Austin,"Austin, TX",US,United States,,425000,30.30326,-97.73057,Bungalow,Entire home/apt,2,1,1,1,40,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Keypad,""Private living room"",""Private entrance"",Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed""}",,119,43435,2.2,787,2319,200,60,4,4,13,288,98,10,10,0,16-01-2012,2012
,,,"Austin, TX, United States",Hyde Park,Austin,TX,78751,Austin,"Austin, TX",US,United States,,501454,30.3022,-97.73013,House,Private room,2,1,1,1,28,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Pets live on this property"",""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""Private living room"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed""}",,60,21900,-56.32700108,450,1200,0,130,0,17,47,322,100,10,10,1,16-08-2011,2011
,,The entire place... And yard,"Austin, TX, United States",Downtown,Austin,TX,78701,Austin,"Austin, TX",US,United States,"2,250.00",401026,30.27509,-97.74851,House,Entire home/apt,5,1,3,3,17,"{Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,Essentials,""Host greets you""}",1390,260,94900,136.6430107,,,500,70,0,0,0,0,100,10,10,0,19-01-2012,2012
"You need a car to discover the area but will be happy to stay on the grounds and relax by the pool, on the porches, or in the game room. A covered 2 car carport is on site. Parking is no problem. Some guests have used Ride Austin or other ride sharing from the airport. They report the cost was in the 50 range.",2,"House, pool, game room, carport, patio with propane grill,  hammock, peaceful, private grounda. Backs up to 7000 acre preserve","Austin, TX, United States",,Austin,TX,78704,Austin,"Austin, TX",US,United States,,397488,30.24395,-98.00244,House,Entire home/apt,8,2,3,5,34,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard""}",1700,295,107675,170.8886809,1850,6000,295,110,11,33,50,297,94,10,10,0,19-09-2011,2011
,,,"Austin, TX, United States",Hyde Park,Austin,TX,78751,Austin,"Austin, TX",US,United States,"3,000.00",985610,30.30226,-97.73143,Bungalow,Entire home/apt,4,1,2,3,39,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Keypad,""Private living room"",""Private entrance"",Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed""}",,136,49640,-49.63525127,908,2939,200,60,3,17,35,264,98,10,10,0,24-10-2011,2011
,,,"Austin, TX, United States",Hyde Park,Austin,TX,78751,Austin,"Austin, TX",US,United States,"4,000.00",1580056,30.30242,-97.72954,Bungalow,Entire home/apt,2,1,1,1,39,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Keypad,""Private living room"",""Private entrance"",Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Luggage dropoff allowed"",""Long term stays allowed""}",,119,43435,-72.51046798,846,2371,200,60,7,28,58,316,98,10,10,0,10-09-2011,2011
"15-minute walk to the Convention Center and Rainey Street. 20-minute walk to East Sixth Street. 30-minute walk to Dirty Sixth and South Congress. There is a bus line, but our public trans is less than stellar. We're about 6-7 blocks away from the Saltillo Metro Station. Lyft and Uber are here, and the city is fairly compact. It'll cost you probably 6-8 to get downtown. The grab-and-go bikes and scooters have colonized the neighborhood, and you can find them roosting on most major street corners.",4,"The cottage is not attached to the main house, so it's quite private.","Austin, TX, United States",East Downtown,Austin,TX,78702,Austin,"Austin, TX",US,United States,"3,370.00",466713,30.25582,-97.72709,Guesthouse,Entire home/apt,3,1,0,1,21,"{Wifi,""Air conditioning"",Kitchen,""Pets allowed"",""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""Fire extinguisher"",Essentials,Hangers,""Laptop friendly workspace"",""Self check-in"",Keypad,""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove}",,111,40515,-13.19076177,,,,,6,22,48,132,97,10,10,1,11-09-2011,2011
"Austin's three main bus lines are within one block (including late night service from downtown until 3 a.m.). Nearby access to bike routes and off-street trails to downtown and through amazing parks. Uber, Lyft, and taxis all frequent this area and the central location makes fares anywhere in Austin very affordable.",3,"Private entrance steps away from easy, safe onsite parking. Guests have access to the entire freestanding guesthouse with its full kitchen and washer / dryer in the walk-in closet. We also have a Graco Pack-n-Play for folks with little ones.","Austin, TX, United States",University of Texas,Austin,TX,78705,Austin,"Austin, TX",US,United States,"2,604.00",633296,30.30219,-97.74143,Guesthouse,Entire home/apt,2,1,1,1,35,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Pack ’n Play/travel crib"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed""}",,129,47085,-25.65088047,,2395,350,75,6,12,28,265,98,10,10,0,23-11-2012,2012
,,,"Austin, TX, United States",Barton Hills,Austin,TX,78704,Austin,"Austin, TX",US,United States,"4,500.00",1643603,30.2515,-97.78206,House,Entire home/apt,8,2,4,6,35,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Iron,""Laptop friendly workspace"",Bathtub,""Game console"",""Hot water"",""Bed linens"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Baking sheet"",""Barbecue utensils"",""Trash can""}",,373,136145,-17.16673674,2300,6325,500,96,0,5,5,261,100,10,10,0,19-09-2011,2011
,,Guests have access to the whole house,"Austin, TX, United States",,Austin,TX,78732,Austin,"Austin, TX",US,United States,"4,357.00",786081,30.41813,-97.88915,House,Entire home/apt,6,2.5,2,2,28,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets live on this property"",Cat(s),""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed""}",,90,32850,-58.21041343,2100,3500,500,250,0,0,0,14,97,10,10,1,18-11-2011,2011
Walk or bike to Zilker Park. We are located in the City of Westlake Hills so Uber is allowed to pick you up from our home.,2,"the entire house wifi, cable, premium channels, apple tv gas and charcoal grill, patio, yard, driveway","West Lake Hills, TX, United States",Rollingwood,West Lake Hills,TX,78746,Austin,"West Lake Hills, TX",US,United States,"8,720.00",2020875,30.27728,-97.79113,Bungalow,Entire home/apt,8,3,4,6,33,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Bathtub,""Children’s books and toys"",""Babysitter recommendations"",""Room-darkening shades"",""Children’s dinnerware"",""Hot water"",Other}",,800,292000,44.49186615,,,800,180,27,57,87,362,91,9,9,0,20-09-2011,2011
"There is a bus line a block from our house with easy to follow maps on the website. Since Austin is not known for having great public transportation; however, I recommend renting a car or driving. Cabs are easy to call, and Austin has new cab companies as well- Fasten, Ride Austin, as well as Uber and Lyft.",2,"You will have access to the whole house and two car parking just outside the garage. The kitchen is stocked with a toaster, spices, dishwasher, Vitamix, all the utensils needed to cook and eat, microwave, coffee maker, and self-clean oven, so please make yourself comfortable!","Austin, TX, United States",Cherry Creek,Austin,TX,78745,Austin,"Austin, TX",US,United States,"1,895.00",347277,30.19318,-97.82095,House,Entire home/apt,6,2,3,3,36,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,Iron,""Laptop friendly workspace"",""Private living room"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard""}",,129,47085,35.58341036,,,200,75,0,0,0,0,93,10,10,1,04-12-2018,2018
If possible Austin is best served by having a car.  There is public transportation and there are bus stops with in just a few minutes walk as well as the metro rail that will drop you off right in the middle of downtown.,3,You are welcome to all parts of the house minus one closet for owner stuff!,"Austin, TX, United States",Highland,Austin,TX,78752,Austin,"Austin, TX",US,United States,"1,595.00",436244,30.33107,-97.7142,House,Entire home/apt,11,2,4,6,60,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""High chair"",""Children’s books and toys"",""Hot water"",""Body soap"",""Bath towel"",""Toilet paper"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide entrance for guests"",""Flat path to guest entrance"",""No stairs or steps to enter"",""Wide entrance"",""Extra space around bed"",""No stairs or steps to enter"",""No stairs or steps to enter"",""Wide entryway"",""DVD player"",""Day bed"",Netflix,""Murphy bed"",""Bedroom comforts"",""Bathroom essentials""}",,346,126290,189.4939529,,,300,90,16,39,61,319,98,10,10,0,19-09-2011,2011
"Transit options: -Public metro - #3 bus is 150 feet away and travels through the heart of downtown in 8 min or less, 1 each way -Taxi/Uber - cheap fare will get you anywhere in 10 min or less -Car2go - bring your membership card, there's a kiosk right outside -Auto - parking in the driveway for your vehicle -battery operated scooters from Uber/Bird/Lyme-pay by the minute scooters  that have long range capabilities to explore on your own, download the app!",4,"A temporary keyless access code will allow entry 24/7 to the listing. The entire listing is available to our guests.  This is your ""home"" while you travel. There are three closets that are locked during the rental period.","Austin, TX, United States",Zilker,Austin,TX,78704,Austin,"Austin, TX",US,United States,"5,286.00",1251289,30.25784,-97.76114,House,Entire home/apt,6,2,2,4,52,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Pets allowed"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,Bathtub,""Children’s books and toys"",""Window guards"",Crib,""Pack ’n Play/travel crib"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Wide hallways"",""No stairs or steps to enter"",""Flat path to guest entrance"",""Disabled parking spot"",""No stairs or steps to enter"",""Trash can""}",,270,98550,-21.24121606,,,150,0,14,34,61,156,97,10,10,1,01-09-2014,2014
,,,"Austin, TX, United States",Zilker,Austin,TX,78704,Austin,"Austin, TX",US,United States,"2,400.00",762042,30.25836,-97.76723,House,Entire home/apt,10,2.5,4,5,28,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Dishes and silverware""}",,750,273750,259.2321683,5600,,1500,250,24,52,79,354,99,10,10,0,04-03-2013,2013
