CPL,MI,HS,CDC,UI,SPL,ICU,BLG,CC
Heavily Republican,High,Very Low,AlwaysWearMasks,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Very Low
Republican,Very High,Medium,AlwaysWearMasks,metropolitan,Republican,Low,Lifted,Medium
Even,Very Low,High,FrequentlyWearMasks,noncore,Republican,Low,Lifted,Very High
Heavily Republican,Low,Medium,AlwaysWearMasks,noncore,Republican,Very High,Lifted,Very High
Heavily Republican,Very High,Very Low,AlwaysWearMasks,metropolitan,Republican,Medium,Lifted,Very High
Heavily Republican,Medium,Medium,AlwaysWearMasks,micropolitan,Republican,Medium,Expanded Limit to Greater Than 25,High
Heavily Republican,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Low,Expanded Limit to Greater Than 25,Low
Heavily Republican,Low,Very High,AlwaysWearMasks,micropolitan,Republican,High,New Limit on Large Gatherings in Place,High
Leaning Democrat,Very Low,Very High,AlwaysWearMasks,micropolitan,Republican,Low,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Very High,Medium,AlwaysWearMasks,metropolitan,Republican,Medium,New Limit on Large Gatherings in Place,Low
Heavily Republican,Very High,High,AlwaysWearMasks,metropolitan,Republican,High,New Limit on Large Gatherings in Place,Low
Heavily Republican,Very High,Low,AlwaysWearMasks,metropolitan,Democratic,Low,Expanded Limit to Greater Than 25,Low
Heavily Republican,Very Low,Very High,AlwaysWearMasks,micropolitan,Democratic,Low,Expanded Limit to Greater Than 25,Medium
Heavily Republican,Medium,Medium,AlwaysWearMasks,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Low
Heavily Republican,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Low,Expanded Limit to Greater Than 25,Medium
Republican,Low,Medium,AlwaysWearMasks,micropolitan,Republican,High,Expanded Limit to Greater Than 25,Very High
Heavily Republican,Low,High,AlwaysWearMasks,noncore,Republican,Very High,Expanded Limit to Greater Than 25,Medium
Democrat,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Very High,Expanded Limit to Greater Than 25,Very High
Leaning Republican,Very High,Very Low,AlwaysWearMasks,metropolitan,Republican,Medium,New Limit on Large Gatherings in Place,High
Heavily Republican,Low,High,FrequentlyWearMasks,noncore,Democratic,Very High,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Low,Medium,AlwaysWearMasks,noncore,Democratic,Very High,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Very High,Very Low,AlwaysWearMasks,metropolitan,Democratic,High,New Limit on Large Gatherings in Place,Low
Heavily Republican,Very High,Medium,FrequentlyWearMasks,noncore,Republican,Very High,Lifted,Low
Heavily Republican,Low,Medium,AlwaysWearMasks,micropolitan,Republican,High,Lifted,Medium
Heavily Republican,Medium,Medium,AlwaysWearMasks,micropolitan,Democratic,Very High,Lifted,High
Heavily Republican,Very High,Very High,AlwaysWearMasks,micropolitan,Democratic,Very High,Lifted,Very High
Heavily Republican,Low,Low,AlwaysWearMasks,noncore,Democratic,Low,Lifted,Very High
Heavily Republican,Medium,High,AlwaysWearMasks,noncore,Democratic,Very High,New Limit on Large Gatherings in Place,Very Low
Republican,Very High,Medium,AlwaysWearMasks,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Low
Even,Medium,Low,AlwaysWearMasks,micropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Republican,High,Very Low,AlwaysWearMasks,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Republican,Very Low,High,AlwaysWearMasks,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,High,Very Low,AlwaysWearMasks,noncore,Democratic,Very High,>10 People Prohibited,Low
Heavily Republican,Very Low,Medium,NeverWearMasks,micropolitan,Republican,High,Lifted,High
Heavily Republican,Very Low,Medium,AlwaysWearMasks,noncore,Republican,Very High,Lifted,Very Low
Heavily Republican,High,Very Low,AlwaysWearMasks,noncore,Republican,Very High,Expanded Limit to Greater Than 25,Medium
Heavily Republican,Low,High,AlwaysWearMasks,metropolitan,Republican,Low,Expanded Limit to Greater Than 25,High
Democrat,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Low,Expanded Limit to Greater Than 25,High
Heavily Republican,High,Very Low,AlwaysWearMasks,micropolitan,Democratic,High,New Limit on Large Gatherings in Place,High
Leaning Republican,Very High,Very Low,AlwaysWearMasks,metropolitan,Republican,Medium,Lifted,Medium
Heavily Republican,Medium,Medium,AlwaysWearMasks,metropolitan,Republican,Low,Lifted,Low
Heavily Republican,High,Very Low,AlwaysWearMasks,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Low,Low,AlwaysWearMasks,noncore,Democratic,Very High,Lifted,Low
Heavily Republican,Low,High,AlwaysWearMasks,micropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Medium,High,AlwaysWearMasks,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Low
Heavily Republican,Very Low,High,AlwaysWearMasks,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Medium
Heavily Republican,High,Medium,AlwaysWearMasks,micropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,Medium,Medium,AlwaysWearMasks,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Low
Republican,Low,Low,AlwaysWearMasks,micropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,High,Medium,AlwaysWearMasks,noncore,Democratic,Very High,>10 People Prohibited,Low
Heavily Republican,High,Medium,FrequentlyWearMasks,noncore,Democratic,High,>10 People Prohibited,Low
Heavily Republican,Low,Medium,FrequentlyWearMasks,noncore,Republican,High,Lifted,Low
Heavily Republican,Very Low,High,AlwaysWearMasks,noncore,Republican,Very High,Lifted,Very High
Heavily Republican,Very Low,Very High,NeverWearMasks,noncore,Republican,Low,Lifted,High
Heavily Republican,High,Low,AlwaysWearMasks,micropolitan,Republican,Low,Expanded Limit to Greater Than 25,Medium
Heavily Republican,Very Low,Very High,AlwaysWearMasks,metropolitan,Republican,Low,Expanded Limit to Greater Than 25,Very High
Democrat,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Low,Expanded Limit to Greater Than 25,Low
Heavily Republican,Medium,Low,AlwaysWearMasks,micropolitan,Republican,High,New Limit on Large Gatherings in Place,Low
Republican,High,Medium,AlwaysWearMasks,metropolitan,Republican,Medium,Lifted,Medium
Heavily Republican,Medium,Low,AlwaysWearMasks,metropolitan,Republican,High,Lifted,Low
Republican,High,Very Low,AlwaysWearMasks,noncore,Republican,Very High,New Limit on Large Gatherings in Place,High
Heavily Republican,Medium,Low,AlwaysWearMasks,metropolitan,Democratic,Low,Lifted,High
Heavily Republican,Medium,Low,AlwaysWearMasks,noncore,Democratic,Very High,Lifted,Very High
Heavily Republican,High,Very Low,AlwaysWearMasks,micropolitan,Democratic,Very High,Lifted,Low
Heavily Republican,Medium,Medium,AlwaysWearMasks,micropolitan,Democratic,High,Lifted,High
Heavily Republican,Very Low,Very High,AlwaysWearMasks,noncore,Democratic,High,New Limit on Large Gatherings in Place,Low
Leaning Democrat,High,Low,AlwaysWearMasks,metropolitan,Democratic,High,New Limit on Large Gatherings in Place,High
Heavily Republican,Very Low,Very Low,AlwaysWearMasks,noncore,Democratic,Medium,New Limit on Large Gatherings in Place,Very High
Leaning Republican,Low,Low,AlwaysWearMasks,micropolitan,Democratic,Medium,>10 People Prohibited,Low
Even,Very High,Very Low,AlwaysWearMasks,metropolitan,Democratic,Low,>10 People Prohibited,Medium
Heavily Democrat,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Very High,Medium,AlwaysWearMasks,metropolitan,Republican,Low,Lifted,Low
Republican,Medium,Low,AlwaysWearMasks,noncore,Democratic,High,Expanded Limit to Greater Than 25,Very High
Heavily Republican,High,Very Low,AlwaysWearMasks,micropolitan,Republican,Low,Expanded Limit to Greater Than 25,Very Low
Democrat,Very High,Medium,AlwaysWearMasks,metropolitan,Republican,Medium,Lifted,High
Leaning Republican,Medium,High,AlwaysWearMasks,metropolitan,Republican,Medium,Lifted,High
Republican,High,Low,AlwaysWearMasks,metropolitan,Republican,Medium,Expanded Limit to Greater Than 25,Medium
Heavily Republican,Low,Very High,AlwaysWearMasks,metropolitan,Republican,Low,Expanded Limit to Greater Than 25,Medium
Republican,Medium,Medium,AlwaysWearMasks,metropolitan,Republican,High,Lifted,Medium
Heavily Republican,Very High,Very Low,AlwaysWearMasks,noncore,Republican,Very High,New Limit on Large Gatherings in Place,High
Heavily Republican,High,Very High,AlwaysWearMasks,micropolitan,Democratic,High,Lifted,Very High
Heavily Republican,High,High,AlwaysWearMasks,noncore,Democratic,Low,Lifted,Low
Heavily Republican,High,Very Low,AlwaysWearMasks,noncore,Democratic,Very High,Lifted,Very High
Heavily Republican,Medium,High,AlwaysWearMasks,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Low
Heavily Republican,Very Low,Medium,AlwaysWearMasks,noncore,Democratic,Medium,New Limit on Large Gatherings in Place,Very Low
Even,High,Very Low,AlwaysWearMasks,micropolitan,Democratic,High,New Limit on Large Gatherings in Place,Low
Leaning Republican,High,Very Low,AlwaysWearMasks,metropolitan,Democratic,Low,>10 People Prohibited,Very Low
Heavily Republican,High,Low,AlwaysWearMasks,noncore,Democratic,Very High,>10 People Prohibited,Low
,High,Very Low,AlwaysWearMasks,metropolitan,Democratic,High,>10 People Prohibited,Low
Leaning Democrat,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Medium,Medium,AlwaysWearMasks,metropolitan,Republican,High,New Limit on Large Gatherings in Place,High
Heavily Republican,Medium,Medium,AlwaysWearMasks,noncore,Republican,High,Lifted,High
Heavily Republican,Low,Medium,AlwaysWearMasks,noncore,Republican,Very High,Lifted,Low
Heavily Republican,Very Low,Very High,RarelyWearMasks,noncore,Republican,Low,Lifted,High
Heavily Republican,Very High,Low,AlwaysWearMasks,metropolitan,Republican,High,Lifted,High
Heavily Republican,Very High,Medium,AlwaysWearMasks,metropolitan,Republican,High,Lifted,High
Heavily Republican,Low,Very High,AlwaysWearMasks,noncore,Republican,High,Expanded Limit to Greater Than 25,Very High
Heavily Republican,Very High,High,AlwaysWearMasks,micropolitan,Republican,Low,Expanded Limit to Greater Than 25,High
Heavily Republican,Very Low,Very High,AlwaysWearMasks,metropolitan,Republican,High,Expanded Limit to Greater Than 25,High
Heavily Republican,Low,High,SometimesWearMasks,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Very High
Heavily Republican,High,Very Low,AlwaysWearMasks,micropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Low,Medium,AlwaysWearMasks,metropolitan,Democratic,Very High,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Low,Medium,AlwaysWearMasks,noncore,Republican,High,Lifted,Low
Heavily Republican,High,Medium,AlwaysWearMasks,metropolitan,Republican,High,Lifted,Medium
Heavily Republican,Very Low,Very High,AlwaysWearMasks,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Medium
Heavily Republican,High,High,AlwaysWearMasks,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,Medium,Medium,AlwaysWearMasks,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,High
Heavily Democrat,Very High,Low,AlwaysWearMasks,metropolitan,Republican,Medium,Lifted,Medium
Heavily Republican,Low,Medium,AlwaysWearMasks,noncore,Democratic,High,New Limit on Large Gatherings in Place,Very Low
Even,Medium,Low,AlwaysWearMasks,metropolitan,Democratic,High,New Limit on Large Gatherings in Place,Medium
Heavily Republican,High,Very Low,AlwaysWearMasks,noncore,Democratic,Very High,>10 People Prohibited,Medium
Heavily Republican,High,Very Low,AlwaysWearMasks,micropolitan,Democratic,High,>10 People Prohibited,Low
Heavily Republican,Very High,Very Low,AlwaysWearMasks,metropolitan,Democratic,High,>10 People Prohibited,High
Heavily Republican,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Low,Medium,FrequentlyWearMasks,noncore,Republican,Very High,Lifted,High
Heavily Republican,Low,Very Low,RarelyWearMasks,noncore,Democratic,Very High,Expanded Limit to Greater Than 25,High
Leaning Democrat,Low,Low,AlwaysWearMasks,micropolitan,Democratic,High,Expanded Limit to Greater Than 25,Low
Even,High,Very Low,AlwaysWearMasks,metropolitan,Republican,High,Expanded Limit to Greater Than 25,High
Heavily Republican,Very Low,Very High,AlwaysWearMasks,micropolitan,Republican,Medium,Lifted,High
Heavily Republican,Low,Very High,AlwaysWearMasks,noncore,Republican,Low,Expanded Limit to Greater Than 25,Medium
Heavily Republican,Very Low,High,AlwaysWearMasks,noncore,Republican,Low,Expanded Limit to Greater Than 25,Very High
Heavily Republican,High,Medium,AlwaysWearMasks,metropolitan,Republican,Low,Expanded Limit to Greater Than 25,Medium
Heavily Republican,Medium,Very High,FrequentlyWearMasks,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very High
Leaning Republican,Very Low,Very High,AlwaysWearMasks,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Medium
Heavily Republican,High,Low,AlwaysWearMasks,metropolitan,Democratic,High,New Limit on Large Gatherings in Place,Low
Heavily Republican,Very High,Low,FrequentlyWearMasks,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very High
Heavily Republican,High,Very Low,AlwaysWearMasks,noncore,Republican,Low,New Limit on Large Gatherings in Place,High
Heavily Republican,Very High,Very High,AlwaysWearMasks,noncore,Democratic,Low,Lifted,Very High
Heavily Republican,Very Low,Very High,AlwaysWearMasks,noncore,Democratic,High,New Limit on Large Gatherings in Place,Very Low
Republican,Very High,Low,AlwaysWearMasks,metropolitan,Republican,Low,Lifted,Very Low
Republican,High,Low,AlwaysWearMasks,micropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Medium,Medium,AlwaysWearMasks,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,High,Very Low,RarelyWearMasks,noncore,Democratic,Medium,>10 People Prohibited,Low
Republican,Medium,Very Low,AlwaysWearMasks,noncore,Democratic,High,>10 People Prohibited,Low
Heavily Republican,Very Low,High,FrequentlyWearMasks,noncore,Republican,Low,Lifted,Medium
Heavily Republican,Low,Medium,AlwaysWearMasks,noncore,Republican,Very High,Lifted,Medium
Heavily Republican,Low,Medium,AlwaysWearMasks,micropolitan,Republican,High,Lifted,Low
Heavily Republican,Low,High,AlwaysWearMasks,micropolitan,Republican,High,Lifted,High
Heavily Republican,Very Low,High,AlwaysWearMasks,noncore,Republican,Very High,Lifted,Very High
Leaning Republican,Very High,Very Low,AlwaysWearMasks,micropolitan,Democratic,Low,Expanded Limit to Greater Than 25,Low
Heavily Republican,Very High,Very Low,AlwaysWearMasks,noncore,Democratic,Very High,Expanded Limit to Greater Than 25,Medium
Heavily Republican,High,Low,AlwaysWearMasks,micropolitan,Republican,High,Expanded Limit to Greater Than 25,Medium
Heavily Republican,Medium,Very Low,AlwaysWearMasks,noncore,Republican,Very High,Expanded Limit to Greater Than 25,High
Heavily Republican,Low,Very Low,FrequentlyWearMasks,noncore,Republican,Very High,Expanded Limit to Greater Than 25,High
Heavily Republican,High,Very High,FrequentlyWearMasks,micropolitan,Republican,Very High,Expanded Limit to Greater Than 25,Very High
Heavily Republican,High,Low,AlwaysWearMasks,metropolitan,Republican,Low,Lifted,Medium
Heavily Republican,Very High,Very Low,AlwaysWearMasks,metropolitan,Republican,Low,Expanded Limit to Greater Than 25,Low
Leaning Democrat,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Low,Expanded Limit to Greater Than 25,Very High
Heavily Republican,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Low,Expanded Limit to Greater Than 25,Very High
Heavily Democrat,High,Very Low,AlwaysWearMasks,micropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,High,Low,AlwaysWearMasks,metropolitan,Republican,Low,New Limit on Large Gatherings in Place,Medium
Heavily Republican,High,Low,AlwaysWearMasks,micropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Low
