CPL,MI,HS,CDC,UI,SPL,ICU,BLG,CC
Leaning Republican,Very High,Low,High,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Very Low
Even,Very Low,Very High,Medium,noncore,Republican,Medium,Lifted,High
Heavily Republican,High,High,Medium,metropolitan,Republican,Low,Lifted,High
Heavily Republican,Very High,Medium,Medium,metropolitan,Republican,Low,Expanded Limit,Very High
Democrat,Low,Very High,High,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Very High,Medium,High,metropolitan,Republican,Low,New Limit on Large Gatherings in Place,Medium
Leaning Democrat,Very Low,Very High,High,micropolitan,Republican,Medium,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Very High,Very Low,High,metropolitan,Republican,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,Very Low,Very High,Medium,noncore,Republican,Low,New Limit on Large Gatherings in Place,Medium
Even,Very High,High,High,metropolitan,Democratic,Low,Expanded Limit,Low
Heavily Democrat,Very High,Very Low,High,metropolitan,Democratic,Medium,Expanded Limit,Medium
Leaning Republican,Low,Very High,High,noncore,Democratic,Low,Expanded Limit,Medium
Heavily Republican,Very Low,High,Medium,noncore,Republican,High,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Very High,Very Low,Low,micropolitan,Republican,High,Expanded Limit,Medium
Heavily Republican,High,Very Low,Low,noncore,Republican,Very High,Expanded Limit,Low
Heavily Republican,Low,Low,Low,noncore,Republican,Very High,Expanded Limit,Medium
Heavily Republican,High,High,Low,noncore,Democratic,Very High,Expanded Limit,Very Low
Heavily Republican,Low,Medium,High,noncore,Democratic,Very High,Expanded Limit,Very Low
Republican,Very High,Very Low,High,metropolitan,Democratic,Low,Expanded Limit,Low
Even,Medium,Low,Medium,micropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Medium
Leaning Republican,Very High,Very Low,Medium,metropolitan,Republican,High,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Low,Very High,Low,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Very High
Heavily Republican,High,Low,Low,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Low,High,Low,noncore,Republican,High,Expanded Limit,Very Low
Even,Very High,Very Low,High,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Low,Medium,High,noncore,Democratic,Very High,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Medium,Low,Medium,noncore,Democratic,Medium,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Medium,High,Medium,metropolitan,Republican,Low,Expanded Limit,Very High
Heavily Republican,Low,High,Low,micropolitan,Republican,Medium,Expanded Limit,Very High
Heavily Republican,Low,High,High,metropolitan,Republican,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,Medium,Medium,Medium,noncore,Republican,Low,New Limit on Large Gatherings in Place,Low
Leaning Republican,Low,Very High,High,noncore,Democratic,High,Expanded Limit,High
Heavily Republican,High,Medium,High,noncore,Democratic,Low,Expanded Limit,Low
Leaning Democrat,Very High,Very Low,High,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Low
Republican,Medium,Low,High,noncore,Democratic,Very High,Expanded Limit,Very Low
Republican,Medium,Medium,High,micropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Medium
Heavily Republican,High,Low,High,micropolitan,Democratic,High,New Limit on Large Gatherings in Place,Medium
Republican,Very High,Very Low,High,metropolitan,Republican,Low,Expanded Limit,Low
Heavily Republican,Very High,Low,Low,micropolitan,Republican,Low,Expanded Limit,Very High
Heavily Republican,Medium,Medium,Low,metropolitan,Republican,High,Expanded Limit,Very Low
Democrat,High,Very Low,High,metropolitan,Democratic,High,New Limit on Large Gatherings in Place,Very Low
Democrat,Very High,Very Low,High,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,High,Medium,High,metropolitan,Republican,Medium,Lifted,Medium
Heavily Republican,Very High,Very Low,Low,micropolitan,Republican,Low,Lifted,Medium
Heavily Republican,Very High,Very Low,Medium,micropolitan,Republican,Low,Lifted,High
Heavily Republican,Very Low,Very High,High,metropolitan,Republican,Low,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Very High,Medium,High,metropolitan,Democratic,Low,Expanded Limit,Low
Even,Very High,Very Low,High,metropolitan,Democratic,Medium,Gatherings Prohibited,Very Low
Leaning Republican,Very High,Very Low,Medium,metropolitan,Democratic,Low,Lifted,Low
Heavily Republican,Very High,Very Low,Low,micropolitan,Republican,High,Expanded Limit,Medium
Heavily Republican,High,Low,Low,noncore,Republican,Very High,Expanded Limit,Low
Even,Very High,Low,High,micropolitan,Democratic,Medium,Expanded Limit,Very Low
Heavily Republican,Medium,Low,Medium,noncore,Democratic,High,New Limit on Large Gatherings in Place,Low
Republican,Very High,Very Low,Low,noncore,Republican,Low,New Limit on Large Gatherings in Place,Medium
Leaning Democrat,High,Low,Medium,metropolitan,Republican,High,Expanded Limit,Low
Heavily Republican,Very Low,High,Medium,noncore,Republican,Very High,Lifted,High
Heavily Republican,Low,Medium,Low,micropolitan,Republican,Medium,Lifted,Low
Heavily Republican,Medium,Medium,Medium,metropolitan,Republican,High,Expanded Limit,Medium
Heavily Republican,Medium,Very High,Low,micropolitan,Republican,Medium,Expanded Limit,High
Heavily Republican,Low,High,Medium,noncore,Republican,Low,Expanded Limit,Medium
Heavily Republican,High,High,Low,noncore,Republican,High,New Limit on Large Gatherings in Place,Medium
Heavily Republican,High,Medium,High,micropolitan,Democratic,High,Gatherings Prohibited,Very Low
Heavily Republican,High,Very Low,Medium,noncore,Democratic,Low,Lifted,Low
Even,Very High,Low,High,metropolitan,Democratic,Medium,Lifted,High
Heavily Republican,High,Very Low,Low,noncore,Democratic,High,Lifted,Very Low
Leaning Democrat,Very High,Very Low,Medium,metropolitan,Republican,Low,Lifted,Very Low
Heavily Republican,Very Low,High,Medium,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,Very Low,High,Low,noncore,Republican,Very High,Lifted,High
Heavily Republican,Medium,Medium,High,micropolitan,Republican,High,Lifted,Medium
Heavily Republican,Medium,Medium,Medium,micropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Very Low
Leaning Democrat,Very High,Very Low,High,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Medium,Very Low,Medium,micropolitan,Republican,High,Lifted,High
Heavily Republican,Low,High,Medium,micropolitan,Republican,High,New Limit on Large Gatherings in Place,Medium
Democrat,Very High,Medium,High,metropolitan,Democratic,Low,Expanded Limit,High
Heavily Republican,Low,Medium,Medium,micropolitan,Republican,Very High,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Medium,Medium,Medium,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very Low
Even,Very High,Very Low,Medium,metropolitan,Democratic,Medium,Lifted,Medium
Leaning Republican,High,Low,Low,noncore,Democratic,Low,Lifted,High
Heavily Republican,High,Very Low,Low,noncore,Republican,Very High,Expanded Limit,Very Low
Heavily Republican,Low,High,Medium,metropolitan,Democratic,High,New Limit on Large Gatherings in Place,High
Leaning Republican,High,Low,High,metropolitan,Democratic,High,Expanded Limit,Very Low
Heavily Republican,Very Low,Very High,Medium,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Medium,High,High,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Low,High,Medium,noncore,Republican,Low,Lifted,Medium
Heavily Republican,High,High,Medium,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,High,Medium,Low,metropolitan,Republican,Low,Lifted,Very High
Heavily Republican,Low,Very High,Low,noncore,Republican,Low,Expanded Limit,Very High
Heavily Republican,Low,High,Low,micropolitan,Republican,Medium,Expanded Limit,Very High
Heavily Republican,Low,High,Medium,metropolitan,Republican,Low,Expanded Limit,Medium
Republican,Medium,Very High,High,metropolitan,Republican,High,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Medium,High,High,noncore,Republican,High,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Very Low,Medium,Medium,noncore,Republican,Low,New Limit on Large Gatherings in Place,High
Heavily Democrat,Very Low,Very High,High,micropolitan,Republican,Low,New Limit on Large Gatherings in Place,Medium
Democrat,Very High,Low,High,metropolitan,Democratic,Low,Expanded Limit,Low
Even,Low,Very Low,High,micropolitan,Democratic,High,Gatherings Prohibited,High
Heavily Republican,Very Low,High,Medium,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Very Low,Very High,Low,noncore,Republican,High,New Limit on Large Gatherings in Place,Very Low
Republican,High,Very Low,Low,micropolitan,Democratic,High,Lifted,Medium
Even,Very High,Low,High,metropolitan,Republican,Medium,Lifted,Low
Republican,Very High,Low,High,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,High,High,Medium,metropolitan,Democratic,High,New Limit on Large Gatherings in Place,High
Heavily Republican,Low,Medium,High,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Very Low
Republican,Low,High,Medium,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Low,Very High,Medium,noncore,Republican,High,Expanded Limit,Very Low
Leaning Republican,Very High,Very Low,High,metropolitan,Republican,Low,Expanded Limit,Medium
Heavily Republican,Very Low,High,Low,noncore,Republican,Low,Lifted,Low
Heavily Republican,Medium,Medium,Low,metropolitan,Republican,Very High,Lifted,Medium
Heavily Republican,High,Low,High,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Republican,Very High,High,High,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,Medium,Low,High,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Republican,Medium,Low,Low,noncore,Republican,Very High,Lifted,High
Even,Very Low,High,Medium,noncore,Republican,Low,Lifted,High
Heavily Republican,Very Low,Very High,Medium,metropolitan,Republican,Low,Expanded Limit,High
Heavily Republican,Very Low,Very High,Low,noncore,Republican,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,High,Medium,High,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Low,Very High,Medium,noncore,Republican,Low,New Limit on Large Gatherings in Place,Low
Heavily Democrat,Low,Very High,High,metropolitan,Republican,Medium,New Limit on Large Gatherings in Place,Very High
Heavily Democrat,Very High,Very Low,High,metropolitan,Democratic,Medium,Gatherings Prohibited,Very Low
Heavily Republican,Low,Medium,High,metropolitan,Republican,Very High,New Limit on Large Gatherings in Place,Very Low
Republican,Very High,Very Low,Low,metropolitan,Democratic,Low,Lifted,Very High
Heavily Republican,Very High,Very Low,Low,noncore,Republican,Low,Expanded Limit,Low
Even,Very High,Very Low,High,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Low
Heavily Republican,Low,High,Medium,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Medium
Heavily Republican,High,Very Low,Low,noncore,Republican,Very High,New Limit on Large Gatherings in Place,High
Heavily Republican,High,Low,Medium,noncore,Republican,Very High,New Limit on Large Gatherings in Place,High
Heavily Republican,Very High,Low,Medium,metropolitan,Republican,Medium,Expanded Limit,Medium
Republican,Very High,Very Low,Medium,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Medium,Medium,Medium,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,High,Very Low,High,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Very Low
Republican,Very High,Medium,High,metropolitan,Republican,Low,Lifted,Medium
Even,Very Low,High,Low,noncore,Republican,Low,Lifted,Very High
Heavily Republican,Low,Medium,Low,noncore,Republican,Very High,Lifted,Very High
Heavily Republican,Very High,Very Low,Low,metropolitan,Republican,Medium,Lifted,Very High
Heavily Republican,Medium,Medium,Low,micropolitan,Republican,Medium,Expanded Limit,High
Heavily Republican,Very Low,Very High,Low,noncore,Republican,Low,Expanded Limit,Low
Heavily Republican,Low,Very High,Medium,micropolitan,Republican,High,New Limit on Large Gatherings in Place,High
Leaning Democrat,Low,Very High,High,micropolitan,Republican,Low,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Very High,Low,High,metropolitan,Republican,Medium,New Limit on Large Gatherings in Place,Low
Heavily Republican,Very High,High,High,metropolitan,Republican,High,New Limit on Large Gatherings in Place,Low
Heavily Republican,Very High,Low,Medium,metropolitan,Democratic,Low,Expanded Limit,Low
Heavily Republican,Very Low,Very High,Medium,micropolitan,Democratic,Low,Expanded Limit,Medium
Heavily Republican,Medium,Medium,Medium,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Low
Heavily Republican,Very Low,Very High,Medium,noncore,Republican,Low,Expanded Limit,Medium
Republican,Low,Medium,Medium,micropolitan,Republican,High,Expanded Limit,Very High
Heavily Republican,Low,High,Medium,noncore,Republican,Very High,Expanded Limit,Medium
Democrat,Very Low,Very High,Medium,noncore,Republican,Very High,Expanded Limit,Very High
Leaning Republican,Very High,Very Low,Medium,metropolitan,Republican,Medium,New Limit on Large Gatherings in Place,High
Heavily Republican,Low,High,Low,noncore,Democratic,Very High,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Low,Medium,Low,noncore,Democratic,Very High,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Very High,Very Low,Medium,metropolitan,Democratic,High,New Limit on Large Gatherings in Place,Low
Heavily Republican,Very High,Medium,Low,noncore,Republican,Very High,Lifted,Low
Heavily Republican,Low,Medium,Low,micropolitan,Republican,High,Lifted,Medium
Heavily Republican,Medium,Medium,Medium,micropolitan,Democratic,Very High,Lifted,High
Heavily Republican,Very High,Very High,Low,micropolitan,Democratic,Very High,Lifted,Very High
Heavily Republican,Low,Low,Low,noncore,Democratic,Low,Lifted,Very High
Heavily Republican,Medium,High,Medium,noncore,Democratic,Very High,New Limit on Large Gatherings in Place,Very Low
Republican,Very High,Low,High,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Low
Even,Medium,Low,Medium,micropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
