year,state,state_po,county,FIPS,office,candidate,party,candidatevotes,totalvotes,version
2000,Wisconsin,WI,Jackson,55053,President,George W. Bush,republican,3670,8417,20191203
2000,Wisconsin,WI,Jackson,55053,President,Ralph Nader,green,290,8417,20191203
2000,Wisconsin,WI,Jackson,55053,President,Other,NA,77,8417,20191203
2000,Wisconsin,WI,Jefferson,55055,President,Al Gore,democrat,15203,36099,20191203
2000,Wisconsin,WI,Jefferson,55055,President,George W. Bush,republican,19204,36099,20191203
2000,Wisconsin,WI,Jefferson,55055,President,Ralph Nader,green,1361,36099,20191203
2000,Wisconsin,WI,Jefferson,55055,President,Other,NA,331,36099,20191203
2000,Wisconsin,WI,Juneau,55057,President,Al Gore,democrat,4813,10218,20191203
2000,Wisconsin,WI,Juneau,55057,President,George W. Bush,republican,4910,10218,20191203
2000,Wisconsin,WI,Juneau,55057,President,Ralph Nader,green,297,10218,20191203
2000,Wisconsin,WI,Juneau,55057,President,Other,NA,198,10218,20191203
2000,Wisconsin,WI,Kenosha,55059,President,Al Gore,democrat,32429,63709,20191203
2000,Wisconsin,WI,Kenosha,55059,President,George W. Bush,republican,28891,63709,20191203
2000,Wisconsin,WI,Kenosha,55059,President,Ralph Nader,green,1852,63709,20191203
2000,Wisconsin,WI,Kenosha,55059,President,Other,NA,537,63709,20191203
2000,Wisconsin,WI,Kewaunee,55061,President,Al Gore,democrat,4670,10084,20191203
2000,Wisconsin,WI,Kewaunee,55061,President,George W. Bush,republican,4883,10084,20191203
2000,Wisconsin,WI,Kewaunee,55061,President,Ralph Nader,green,388,10084,20191203
2000,Wisconsin,WI,Kewaunee,55061,President,Other,NA,143,10084,20191203
2000,Wisconsin,WI,La Crosse,55063,President,Al Gore,democrat,28455,55559,20191203
2000,Wisconsin,WI,La Crosse,55063,President,George W. Bush,republican,24327,55559,20191203
2000,Wisconsin,WI,La Crosse,55063,President,Ralph Nader,green,2272,55559,20191203
2000,Wisconsin,WI,La Crosse,55063,President,Other,NA,505,55559,20191203
2000,Wisconsin,WI,Lafayette,55065,President,Al Gore,democrat,3710,7263,20191203
2000,Wisconsin,WI,Lafayette,55065,President,George W. Bush,republican,3336,7263,20191203
2000,Wisconsin,WI,Lafayette,55065,President,Ralph Nader,green,185,7263,20191203
2000,Wisconsin,WI,Lafayette,55065,President,Other,NA,32,7263,20191203
2000,Wisconsin,WI,Langlade,55067,President,Al Gore,democrat,4199,9721,20191203
2000,Wisconsin,WI,Langlade,55067,President,George W. Bush,republican,5125,9721,20191203
2000,Wisconsin,WI,Langlade,55067,President,Ralph Nader,green,261,9721,20191203
2000,Wisconsin,WI,Langlade,55067,President,Other,NA,136,9721,20191203
2000,Wisconsin,WI,Lincoln,55069,President,Al Gore,democrat,6664,14239,20191203
2000,Wisconsin,WI,Lincoln,55069,President,George W. Bush,republican,6727,14239,20191203
2000,Wisconsin,WI,Lincoln,55069,President,Ralph Nader,green,509,14239,20191203
2000,Wisconsin,WI,Lincoln,55069,President,Other,NA,339,14239,20191203
2000,Wisconsin,WI,Manitowoc,55071,President,Al Gore,democrat,17667,38824,20191203
2000,Wisconsin,WI,Manitowoc,55071,President,George W. Bush,republican,19358,38824,20191203
2000,Wisconsin,WI,Manitowoc,55071,President,Ralph Nader,green,1301,38824,20191203
2000,Wisconsin,WI,Manitowoc,55071,President,Other,NA,498,38824,20191203
2000,Wisconsin,WI,Marathon,55073,President,Al Gore,democrat,26546,58374,20191203
2000,Wisconsin,WI,Marathon,55073,President,George W. Bush,republican,28883,58374,20191203
2000,Wisconsin,WI,Marathon,55073,President,Ralph Nader,green,2021,58374,20191203
2000,Wisconsin,WI,Marathon,55073,President,Other,NA,924,58374,20191203
2000,Wisconsin,WI,Marinette,55075,President,Al Gore,democrat,8676,19921,20191203
2000,Wisconsin,WI,Marinette,55075,President,George W. Bush,republican,10535,19921,20191203
2000,Wisconsin,WI,Marinette,55075,President,Ralph Nader,green,504,19921,20191203
2000,Wisconsin,WI,Marinette,55075,President,Other,NA,206,19921,20191203
2000,Wisconsin,WI,Marquette,55077,President,Al Gore,democrat,3437,7194,20191203
2000,Wisconsin,WI,Marquette,55077,President,George W. Bush,republican,3522,7194,20191203
2000,Wisconsin,WI,Marquette,55077,President,Ralph Nader,green,195,7194,20191203
2000,Wisconsin,WI,Marquette,55077,President,Other,NA,40,7194,20191203
2000,Wisconsin,WI,Menominee,55078,President,Al Gore,democrat,949,1233,20191203
2000,Wisconsin,WI,Menominee,55078,President,George W. Bush,republican,225,1233,20191203
2000,Wisconsin,WI,Menominee,55078,President,Ralph Nader,green,47,1233,20191203
2000,Wisconsin,WI,Menominee,55078,President,Other,NA,12,1233,20191203
2000,Wisconsin,WI,Milwaukee,55079,President,Al Gore,democrat,252329,433537,20191203
2000,Wisconsin,WI,Milwaukee,55079,President,George W. Bush,republican,163491,433537,20191203
2000,Wisconsin,WI,Milwaukee,55079,President,Ralph Nader,green,13953,433537,20191203
2000,Wisconsin,WI,Milwaukee,55079,President,Other,NA,3764,433537,20191203
2000,Wisconsin,WI,Monroe,55081,President,Al Gore,democrat,7460,16335,20191203
2000,Wisconsin,WI,Monroe,55081,President,George W. Bush,republican,8217,16335,20191203
2000,Wisconsin,WI,Monroe,55081,President,Ralph Nader,green,489,16335,20191203
2000,Wisconsin,WI,Monroe,55081,President,Other,NA,169,16335,20191203
2000,Wisconsin,WI,Oconto,55083,President,Al Gore,democrat,7260,16596,20191203
2000,Wisconsin,WI,Oconto,55083,President,George W. Bush,republican,8706,16596,20191203
2000,Wisconsin,WI,Oconto,55083,President,Ralph Nader,green,437,16596,20191203
2000,Wisconsin,WI,Oconto,55083,President,Other,NA,193,16596,20191203
2000,Wisconsin,WI,Oneida,55085,President,Al Gore,democrat,8339,18891,20191203
2000,Wisconsin,WI,Oneida,55085,President,George W. Bush,republican,9512,18891,20191203
2000,Wisconsin,WI,Oneida,55085,President,Ralph Nader,green,805,18891,20191203
2000,Wisconsin,WI,Oneida,55085,President,Other,NA,235,18891,20191203
2000,Wisconsin,WI,Outagamie,55087,President,Al Gore,democrat,32735,75742,20191203
2000,Wisconsin,WI,Outagamie,55087,President,George W. Bush,republican,39460,75742,20191203
2000,Wisconsin,WI,Outagamie,55087,President,Ralph Nader,green,2583,75742,20191203
2000,Wisconsin,WI,Outagamie,55087,President,Other,NA,964,75742,20191203
2000,Wisconsin,WI,Ozaukee,55089,President,Al Gore,democrat,15030,47751,20191203
2000,Wisconsin,WI,Ozaukee,55089,President,George W. Bush,republican,31155,47751,20191203
2000,Wisconsin,WI,Ozaukee,55089,President,Ralph Nader,green,1235,47751,20191203
2000,Wisconsin,WI,Ozaukee,55089,President,Other,NA,331,47751,20191203
2000,Wisconsin,WI,Pepin,55091,President,Al Gore,democrat,1854,3664,20191203
2000,Wisconsin,WI,Pepin,55091,President,George W. Bush,republican,1631,3664,20191203
2000,Wisconsin,WI,Pepin,55091,President,Ralph Nader,green,152,3664,20191203
2000,Wisconsin,WI,Pepin,55091,President,Other,NA,27,3664,20191203
2000,Wisconsin,WI,Pierce,55093,President,Al Gore,democrat,8559,17962,20191203
2000,Wisconsin,WI,Pierce,55093,President,George W. Bush,republican,8169,17962,20191203
2000,Wisconsin,WI,Pierce,55093,President,Ralph Nader,green,1076,17962,20191203
2000,Wisconsin,WI,Pierce,55093,President,Other,NA,158,17962,20191203
2000,Wisconsin,WI,Polk,55095,President,Al Gore,democrat,8961,19762,20191203
2000,Wisconsin,WI,Polk,55095,President,George W. Bush,republican,9557,19762,20191203
2000,Wisconsin,WI,Polk,55095,President,Ralph Nader,green,1084,19762,20191203
2000,Wisconsin,WI,Polk,55095,President,Other,NA,160,19762,20191203
2000,Wisconsin,WI,Portage,55097,President,Al Gore,democrat,17942,33760,20191203
2000,Wisconsin,WI,Portage,55097,President,George W. Bush,republican,13214,33760,20191203
2000,Wisconsin,WI,Portage,55097,President,Ralph Nader,green,2143,33760,20191203
2000,Wisconsin,WI,Portage,55097,President,Other,NA,461,33760,20191203
2000,Wisconsin,WI,Price,55099,President,Al Gore,democrat,3413,7930,20191203
2000,Wisconsin,WI,Price,55099,President,George W. Bush,republican,4136,7930,20191203
2000,Wisconsin,WI,Price,55099,President,Ralph Nader,green,313,7930,20191203
2000,Wisconsin,WI,Price,55099,President,Other,NA,68,7930,20191203
2000,Wisconsin,WI,Racine,55101,President,Al Gore,democrat,41563,88865,20191203
2000,Wisconsin,WI,Racine,55101,President,George W. Bush,republican,44014,88865,20191203
2000,Wisconsin,WI,Racine,55101,President,Ralph Nader,green,2436,88865,20191203
2000,Wisconsin,WI,Racine,55101,President,Other,NA,852,88865,20191203
2000,Wisconsin,WI,Richland,55103,President,Al Gore,democrat,3837,8293,20191203
2000,Wisconsin,WI,Richland,55103,President,George W. Bush,republican,3994,8293,20191203
2000,Wisconsin,WI,Richland,55103,President,Ralph Nader,green,388,8293,20191203
2000,Wisconsin,WI,Richland,55103,President,Other,NA,74,8293,20191203
2000,Wisconsin,WI,Rock,55105,President,Al Gore,democrat,40472,70404,20191203
2000,Wisconsin,WI,Rock,55105,President,George W. Bush,republican,27467,70404,20191203
2000,Wisconsin,WI,Rock,55105,President,Ralph Nader,green,1980,70404,20191203
2000,Wisconsin,WI,Rock,55105,President,Other,NA,485,70404,20191203
2000,Wisconsin,WI,Rusk,55107,President,Al Gore,democrat,3161,7366,20191203
2000,Wisconsin,WI,Rusk,55107,President,George W. Bush,republican,3758,7366,20191203
2000,Wisconsin,WI,Rusk,55107,President,Ralph Nader,green,346,7366,20191203
2000,Wisconsin,WI,Rusk,55107,President,Other,NA,101,7366,20191203
2000,Wisconsin,WI,St. Croix,55109,President,Al Gore,democrat,13077,29954,20191203
2000,Wisconsin,WI,St. Croix,55109,President,George W. Bush,republican,15240,29954,20191203
2000,Wisconsin,WI,St. Croix,55109,President,Ralph Nader,green,1369,29954,20191203
2000,Wisconsin,WI,St. Croix,55109,President,Other,NA,268,29954,20191203
2000,Wisconsin,WI,Sauk,55111,President,Al Gore,democrat,13035,25653,20191203
2000,Wisconsin,WI,Sauk,55111,President,George W. Bush,republican,11586,25653,20191203
2000,Wisconsin,WI,Sauk,55111,President,Ralph Nader,green,858,25653,20191203
2000,Wisconsin,WI,Sauk,55111,President,Other,NA,174,25653,20191203
2000,Wisconsin,WI,Sawyer,55113,President,Al Gore,democrat,3333,7767,20191203
2000,Wisconsin,WI,Sawyer,55113,President,George W. Bush,republican,3972,7767,20191203
2000,Wisconsin,WI,Sawyer,55113,President,Ralph Nader,green,398,7767,20191203
2000,Wisconsin,WI,Sawyer,55113,President,Other,NA,64,7767,20191203
2000,Wisconsin,WI,Shawano,55115,President,Al Gore,democrat,7335,17603,20191203
2000,Wisconsin,WI,Shawano,55115,President,George W. Bush,republican,9548,17603,20191203
2000,Wisconsin,WI,Shawano,55115,President,Ralph Nader,green,532,17603,20191203
2000,Wisconsin,WI,Shawano,55115,President,Other,NA,188,17603,20191203
2000,Wisconsin,WI,Sheboygan,55117,President,Al Gore,democrat,23569,55201,20191203
2000,Wisconsin,WI,Sheboygan,55117,President,George W. Bush,republican,29648,55201,20191203
2000,Wisconsin,WI,Sheboygan,55117,President,Ralph Nader,green,1487,55201,20191203
2000,Wisconsin,WI,Sheboygan,55117,President,Other,NA,497,55201,20191203
2000,Wisconsin,WI,Taylor,55119,President,Al Gore,democrat,3254,8992,20191203
2000,Wisconsin,WI,Taylor,55119,President,George W. Bush,republican,5278,8992,20191203
2000,Wisconsin,WI,Taylor,55119,President,Ralph Nader,green,318,8992,20191203
2000,Wisconsin,WI,Taylor,55119,President,Other,NA,142,8992,20191203
2000,Wisconsin,WI,Trempealeau,55121,President,Al Gore,democrat,6678,12168,20191203
2000,Wisconsin,WI,Trempealeau,55121,President,George W. Bush,republican,5002,12168,20191203
2000,Wisconsin,WI,Trempealeau,55121,President,Ralph Nader,green,409,12168,20191203
2000,Wisconsin,WI,Trempealeau,55121,President,Other,NA,79,12168,20191203
2000,Wisconsin,WI,Vernon,55123,President,Al Gore,democrat,6577,13044,20191203
2000,Wisconsin,WI,Vernon,55123,President,George W. Bush,republican,5684,13044,20191203
2000,Wisconsin,WI,Vernon,55123,President,Ralph Nader,green,676,13044,20191203
2000,Wisconsin,WI,Vernon,55123,President,Other,NA,107,13044,20191203
2000,Wisconsin,WI,Vilas,55125,President,Al Gore,democrat,4706,12322,20191203
2000,Wisconsin,WI,Vilas,55125,President,George W. Bush,republican,6958,12322,20191203
2000,Wisconsin,WI,Vilas,55125,President,Ralph Nader,green,557,12322,20191203
2000,Wisconsin,WI,Vilas,55125,President,Other,NA,101,12322,20191203
2000,Wisconsin,WI,Walworth,55127,President,Al Gore,democrat,15492,40458,20191203
2000,Wisconsin,WI,Walworth,55127,President,George W. Bush,republican,22982,40458,20191203
2000,Wisconsin,WI,Walworth,55127,President,Ralph Nader,green,1582,40458,20191203
2000,Wisconsin,WI,Walworth,55127,President,Other,NA,402,40458,20191203
2000,Wisconsin,WI,Washburn,55129,President,Al Gore,democrat,3695,8045,20191203
2000,Wisconsin,WI,Washburn,55129,President,George W. Bush,republican,3912,8045,20191203
2000,Wisconsin,WI,Washburn,55129,President,Ralph Nader,green,380,8045,20191203
2000,Wisconsin,WI,Washburn,55129,President,Other,NA,58,8045,20191203
2000,Wisconsin,WI,Washington,55131,President,Al Gore,democrat,18115,61412,20191203
2000,Wisconsin,WI,Washington,55131,President,George W. Bush,republican,41162,61412,20191203
2000,Wisconsin,WI,Washington,55131,President,Ralph Nader,green,1563,61412,20191203
2000,Wisconsin,WI,Washington,55131,President,Other,NA,572,61412,20191203
2000,Wisconsin,WI,Waukesha,55133,President,Al Gore,democrat,64319,203734,20191203
2000,Wisconsin,WI,Waukesha,55133,President,George W. Bush,republican,133105,203734,20191203
2000,Wisconsin,WI,Waukesha,55133,President,Ralph Nader,green,4864,203734,20191203
2000,Wisconsin,WI,Waukesha,55133,President,Other,NA,1446,203734,20191203
2000,Wisconsin,WI,Waupaca,55135,President,Al Gore,democrat,8787,22804,20191203
2000,Wisconsin,WI,Waupaca,55135,President,George W. Bush,republican,12980,22804,20191203
2000,Wisconsin,WI,Waupaca,55135,President,Ralph Nader,green,822,22804,20191203
2000,Wisconsin,WI,Waupaca,55135,President,Other,NA,215,22804,20191203
2000,Wisconsin,WI,Waushara,55137,President,Al Gore,democrat,4239,10248,20191203
2000,Wisconsin,WI,Waushara,55137,President,George W. Bush,republican,5571,10248,20191203
2000,Wisconsin,WI,Waushara,55137,President,Ralph Nader,green,310,10248,20191203
2000,Wisconsin,WI,Waushara,55137,President,Other,NA,128,10248,20191203
2000,Wisconsin,WI,Winnebago,55139,President,Al Gore,democrat,33983,76080,20191203
2000,Wisconsin,WI,Winnebago,55139,President,George W. Bush,republican,38330,76080,20191203
2000,Wisconsin,WI,Winnebago,55139,President,Ralph Nader,green,2963,76080,20191203
2000,Wisconsin,WI,Winnebago,55139,President,Other,NA,804,76080,20191203
2000,Wisconsin,WI,Wood,55141,President,Al Gore,democrat,15936,35761,20191203
2000,Wisconsin,WI,Wood,55141,President,George W. Bush,republican,17803,35761,20191203
2000,Wisconsin,WI,Wood,55141,President,Ralph Nader,green,1384,35761,20191203
2000,Wisconsin,WI,Wood,55141,President,Other,NA,638,35761,20191203
2000,Wyoming,WY,Albany,56001,President,Al Gore,democrat,5069,14151,20191203
2000,Wyoming,WY,Albany,56001,President,George W. Bush,republican,7814,14151,20191203
2000,Wyoming,WY,Albany,56001,President,Ralph Nader,green,988,14151,20191203
2000,Wyoming,WY,Albany,56001,President,Other,NA,280,14151,20191203
2000,Wyoming,WY,Big Horn,56003,President,Al Gore,democrat,1004,4918,20191203
2000,Wyoming,WY,Big Horn,56003,President,George W. Bush,republican,3720,4918,20191203
2000,Wyoming,WY,Big Horn,56003,President,Ralph Nader,green,40,4918,20191203
2000,Wyoming,WY,Big Horn,56003,President,Other,NA,154,4918,20191203
2000,Wyoming,WY,Campbell,56005,President,Al Gore,democrat,1967,12540,20191203
2000,Wyoming,WY,Campbell,56005,President,George W. Bush,republican,10203,12540,20191203
2000,Wyoming,WY,Campbell,56005,President,Ralph Nader,green,86,12540,20191203
2000,Wyoming,WY,Campbell,56005,President,Other,NA,284,12540,20191203
2000,Wyoming,WY,Carbon,56007,President,Al Gore,democrat,2206,6968,20191203
2000,Wyoming,WY,Carbon,56007,President,George W. Bush,republican,4498,6968,20191203
2000,Wyoming,WY,Carbon,56007,President,Ralph Nader,green,105,6968,20191203
2000,Wyoming,WY,Carbon,56007,President,Other,NA,159,6968,20191203
2000,Wyoming,WY,Converse,56009,President,Al Gore,democrat,1076,5175,20191203
2000,Wyoming,WY,Converse,56009,President,George W. Bush,republican,3919,5175,20191203
2000,Wyoming,WY,Converse,56009,President,Ralph Nader,green,32,5175,20191203
2000,Wyoming,WY,Converse,56009,President,Other,NA,148,5175,20191203
2000,Wyoming,WY,Crook,56011,President,Al Gore,democrat,361,2738,20191203
2000,Wyoming,WY,Crook,56011,President,George W. Bush,republican,2289,2738,20191203
2000,Wyoming,WY,Crook,56011,President,Ralph Nader,green,32,2738,20191203
2000,Wyoming,WY,Crook,56011,President,Other,NA,56,2738,20191203
2000,Wyoming,WY,Fremont,56013,President,Al Gore,democrat,4172,15444,20191203
2000,Wyoming,WY,Fremont,56013,President,George W. Bush,republican,10560,15444,20191203
2000,Wyoming,WY,Fremont,56013,President,Ralph Nader,green,304,15444,20191203
2000,Wyoming,WY,Fremont,56013,President,Other,NA,408,15444,20191203
2000,Wyoming,WY,Goshen,56015,President,Al Gore,democrat,1439,5520,20191203
2000,Wyoming,WY,Goshen,56015,President,George W. Bush,republican,3922,5520,20191203
2000,Wyoming,WY,Goshen,56015,President,Ralph Nader,green,27,5520,20191203
2000,Wyoming,WY,Goshen,56015,President,Other,NA,132,5520,20191203
